,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious,Total Cases/1M pop,Death/1M pop,Total tests,Tests/ 1M pop,Population,Region
213,Vanuatu,"8,289",+48,14 ,,"7,876",+151,399,,"25,864",44,"24,976","77,931","320,488 ",Australia/Oceania
214,Comoros,"8,100",,160 ,,"7,933",,7,,"8,960",177,,,"904,040 ",Africa
215,Sierra Leone,"7,682",,125 ,,N/A,N/A,N/A,,928,15,"259,958","31,401","8,278,584 ",Africa
216,Chad,"7,414",,193 ,,"4,874",,"2,347",,429,11,"191,341","11,059","17,301,967 ",Africa
217,British Virgin Islands,"6,573",,62 ,,N/A,N/A,N/A,1,"214,769","2,026","103,637","3,386,277","30,605 ",North America
218,Sao Tome and Principe,"5,970",,73 ,,"5,891",,6,,"26,331",322,"29,036","128,066","226,726 ",Africa
219,Cook Islands,"5,410",+20,1 ,,"5,291",+17,118,,"307,491",57,"17,469","992,895","17,594 ",Australia/Oceania
220,St. Barth,"4,611",,6 ,,N/A,N/A,N/A,,"464,210",604,"78,646","7,917,648","9,933 ",North America
221,Anguilla,"2,984",,9 ,,"2,916",,59,4,"195,646",590,"51,382","3,368,870","15,252 ",North America
222,Falkland Islands,"1,126",, ,,N/A,N/A,N/A,,"306,979",,"8,632","2,353,326","3,668 ",South America
223,Wallis and Futuna,454,,7 ,,438,,9,,"41,755",644,"20,508","1,886,140","10,873 ",Australia/Oceania
224,Vatican City,29,, ,,29,,0,,"36,025",,,,805 ,Europe
225,Western Sahara,10,,1 ,,9,,0,,16,2,,,"624,641 ",Africa
226,Niue,9,, ,,9,+1,0,,"5,468",,,,"1,646 ",Australia/Oceania
227,Nauru,7,, ,,4,,3,,639,,,,"10,951 ",Australia/Oceania
228,USA,"84,086,926","+97,926","1,026,255 ",+280,"81,163,689","+48,473","1,896,982","1,902","251,297","3,067","1,015,745,164","3,035,588","334,612,330 ",North America
229,India,"43,116,600","+3,187","524,190 ",+9,"42,573,460","+3,295","18,950",698,"30,683",373,"842,944,795","599,860","1,405,235,993 ",Asia
230,France,"29,097,570","+36,047","147,159 ",+84,"28,017,331","+88,293","933,080","1,329","443,952","2,245","271,490,188","4,142,225","65,542,109 ",Europe
231,UK,"22,159,615","+14,458","176,708 ",+284,"21,638,156","+21,581","344,751",253,"323,266","2,578","519,264,096","7,575,058","68,549,194 ",Europe
232,S. Korea,"17,694,677","+35,883","23,554 ",+63,N/A,N/A,N/A,354,"344,581",459,"15,804,065","307,764","51,351,235 ",Asia
233,Turkey,"15,050,227","+1,778","98,878 ",+8,"14,947,920","+1,816","3,429",975,"174,948","1,149","160,361,145","1,864,084","86,026,772 ",Asia
234,Argentina,"9,101,319",,"128,729 ",,"8,895,999",,"76,591",372,"197,997","2,800","35,716,069","776,993","45,967,042 ",South America
235,Netherlands,"8,065,843","+1,425","22,292 ",+4,"7,979,518","+6,260","64,033",52,"468,798","1,296","21,107,399","1,226,791","17,205,377 ",Europe
236,Iran,"7,227,043",+371,"141,201 ",+3,"7,014,783","+2,013","71,059",782,"84,043","1,642","51,622,353","600,315","85,992,158 ",Asia
237,Colombia,"6,095,316","+1,671","139,821 ",+12,"5,928,829","+1,753","26,666",342,"117,463","2,694","34,675,581","668,233","51,891,469 ",South America
238,Poland,"6,002,394",+500,"116,175 ",+11,"5,335,046",+45,"551,173",981,"158,922","3,076","36,198,061","958,393","37,769,533 ",Europe
239,Ukraine,"5,006,460",,"108,449 ",,N/A,N/A,N/A,177,"115,769","2,508","19,521,252","451,408","43,245,267 ",Europe
240,Thailand,"4,353,237","+8,019","29,314 ",+59,"4,246,499","+8,807","77,424","1,496","62,078",418,"17,270,775","246,283","70,125,689 ",Asia
241,Belgium,"4,116,397","+4,831","31,613 ",+10,"3,912,251","+8,540","172,533",117,"352,328","2,706","33,846,023","2,896,927","11,683,424 ",Europe
242,Portugal,"3,935,932",,"22,420 ",,N/A,N/A,N/A,61,"388,104","2,211","41,753,538","4,117,127","10,141,427 ",Europe
243,South Africa,"3,871,085","+8,920","100,630 ",+21,"3,696,731","+5,047","73,724",192,"63,775","1,658","24,804,199","408,641","60,699,249 ",Africa
244,Philippines,"3,687,567",+139,"60,452 ",+13,"3,623,938",+277,"3,177",289,"32,839",538,"29,785,678","265,249","112,293,283 ",Asia
245,Chile,"3,591,097","+4,575","57,680 ",+13,"3,458,211","+1,562","75,206",177,"184,904","2,970","37,525,296","1,932,166","19,421,364 ",South America
246,Greece,"3,380,594","+4,782","29,491 ",+20,"3,294,451","+6,470","56,652",180,"327,311","2,855","81,003,093","7,842,758","10,328,394 ",Europe
247,Romania,"2,901,682",+602,"65,595 ",+6,N/A,N/A,N/A,151,"152,727","3,453","22,910,784","1,205,888","18,999,100 ",Europe
248,Iraq,"2,326,162",+129,"25,216 ",+1,"2,299,668",+96,"1,278",14,"55,516",602,"18,517,002","441,928","41,900,507 ",Asia
249,Bangladesh,"1,952,939",+51,"29,127 ",,"1,898,603",+291,"25,209","1,273","11,643",174,"14,039,668","83,699","167,740,682 ",Asia
250,Slovakia,"1,786,328",+350,"20,011 ",+9,"1,759,094","+1,117","7,223",30,"326,893","3,662","7,122,263","1,303,355","5,464,560 ",Europe
251,Georgia,"1,655,221",,"16,811 ",,"1,637,293",,"1,117",,"416,415","4,229","16,920,079","4,256,700","3,974,929 ",Asia
252,Pakistan,"1,528,987",+90,"30,376 ",,"1,494,141",,"4,470",104,"6,681",133,"28,298,660","123,647","228,867,052 ",Asia
253,Kazakhstan,"1,305,620",+13,"13,661 ",,"1,291,388",+12,571,24,"68,021",712,"11,575,012","603,042","19,194,373 ",Asia
254,Hong Kong,"1,207,665",+294,"9,356 ",+1,N/A,N/A,N/A,5,"158,693","1,229","44,972,952","5,909,645","7,610,094 ",Asia
255,Bulgaria,"1,161,038",+332,"37,035 ",+16,"1,006,669","+7,024","117,334",62,"169,465","5,406","9,915,433","1,447,255","6,851,202 ",Europe
256,Cuba,"1,104,316",+110,"8,529 ",,"1,095,271",+117,516,23,"97,608",754,"12,920,253","1,141,995","11,313,760 ",North America
257,Finland,"1,069,740","+16,973","4,284 ",+134,N/A,N/A,N/A,21,"192,513",771,"10,832,080","1,949,364","5,556,726 ",Europe
258,Tunisia,"1,041,197",,"28,575 ",,N/A,N/A,N/A,29,"86,416","2,372","4,592,916","381,199","12,048,599 ",Africa
259,Slovenia,"1,018,323",+629,"6,617 ",+1,"1,001,323",+318,"10,383",15,"489,703","3,182","2,655,354","1,276,938","2,079,469 ",Europe
260,Nepal,"978,982",+4,"11,952 ",,"966,857",+18,173,,"32,512",397,"5,664,774","188,128","30,111,215 ",Asia
261,Uruguay,"902,540",,"7,213 ",,"892,434",,"2,893",18,"258,155","2,063","6,114,822","1,749,032","3,496,118 ",South America
262,Ecuador,"871,999",+380,"35,606 ",+1,N/A,N/A,N/A,759,"48,067","1,963","2,470,170","136,163","18,141,230 ",South America
263,Guatemala,"851,215",+502,"17,772 ",+30,"831,162",+414,"2,281",5,"45,933",959,"4,534,174","244,670","18,531,763 ",North America
264,Panama,"799,975","+3,514","8,199 ",,"770,363",+745,"21,413",16,"180,131","1,846","5,991,973","1,349,219","4,441,067 ",North America
265,Saudi Arabia,"757,802",+611,"9,110 ",+2,"743,099",+172,"5,593",56,"21,155",254,"42,072,272","1,174,480","35,822,040 ",Asia
266,Paraguay,"649,718",,"18,872 ",,"624,673",,"6,173",2,"89,058","2,587","2,633,737","361,010","7,295,466 ",South America
267,Myanmar,"613,088",+6,"19,434 ",,"592,012",+11,"1,642",,"11,129",353,"8,058,361","146,281","55,088,138 ",Asia
268,Dominican Republic,"580,201",+181,"4,376 ",,"575,302",+127,523,1,"52,506",396,"3,300,974","298,725","11,050,213 ",North America
269,Estonia,"573,922",,"2,556 ",,"514,836",,"56,530",3,"432,107","1,924","3,345,340","2,518,713","1,328,194 ",Europe
270,Venezuela,"522,890",+50,"5,710 ",,"516,098",+33,"1,082",230,"18,486",202,"3,359,014","118,751","28,286,128 ",South America
271,Egypt,"515,645",,"24,613 ",,"442,182",,"48,850",122,"4,868",232,"3,693,367","34,868","105,923,104 ",Africa
272,Cyprus,"477,711",,"1,032 ",,"124,370",,"352,309",60,"390,381",843,"9,477,138","7,744,633","1,223,704 ",Asia
273,Mongolia,"469,885",,"2,179 ",,"313,256",,"154,450",192,"139,165",645,"4,030,048","1,193,573","3,376,456 ",Asia
274,Armenia,"422,896",,"8,623 ",,"412,048",,"2,225",,"142,220","2,900","3,068,217","1,031,839","2,973,543 ",Asia
275,Oman,"389,370",+26,"4,259 ",,"384,543",+18,568,3,"72,806",796,"25,000,000","4,674,598","5,348,054 ",Asia
276,Qatar,"365,815",+158,677 ,,"364,125",+66,"1,013",2,"130,285",241,"3,477,744","1,238,599","2,807,805 ",Asia
277,Zambia,"320,412",+109,"3,983 ",,"315,819",+27,610,1,"16,566",206,"3,448,437","178,297","19,340,969 ",Africa
278,Botswana,"306,324",,"2,690 ",,"303,026",,608,1,"125,547","1,103","2,026,898","830,728","2,439,907 ",Africa
279,Algeria,"265,808",+2,"6,875 ",,"178,371",+3,"80,562",6,"5,865",152,"230,861","5,094","45,323,351 ",Africa
280,Zimbabwe,"248,943",+165,"5,481 ",,"242,304",+46,"1,158",12,"16,308",359,"2,283,475","149,586","15,265,257 ",Africa
281,Uzbekistan,"238,767",+20,"1,637 ",,"236,886",+24,244,23,"6,947",48,"1,377,915","40,089","34,371,189 ",Asia
282,Mozambique,"225,470",+19,"2,201 ",,"223,188",+2,81,13,"6,857",67,"1,318,662","40,101","32,883,124 ",Africa
283,Laos,"209,243",+94,752 ,,N/A,N/A,N/A,,"28,004",101,"1,232,128","164,902","7,471,881 ",Asia
284,Iceland,"186,300",+121,120 ,,N/A,N/A,N/A,,"539,434",347,"2,264,004","6,555,452","345,362 ",Europe
285,Afghanistan,"179,184",+47,"7,686 ",,"162,132",+55,"9,366","1,124","4,418",190,"949,547","23,412","40,558,235 ",Asia
286,El Salvador,"162,089",,"4,129 ",,"150,662",,"7,298",8,"24,757",631,"1,950,448","297,912","6,547,069 ",North America
287,Namibia,"159,503",,"4,028 ",,"153,662",,"1,813",,"60,729","1,534","1,015,142","386,505","2,626,464 ",Africa
288,Martinique,"153,253",,926 ,,104,,"152,223",8,"408,976","2,471","828,928","2,212,103","374,724 ",North America
289,Guadeloupe,"140,130",,854 ,,"2,250",,"137,026",19,"350,105","2,134","938,039","2,343,627","400,251 ",North America
290,Jamaica,"131,704",+160,"2,991 ",+4,"84,818",+109,"43,895",,"44,119","1,002","1,028,701","344,600","2,985,203 ",North America
291,Cameroon,"119,780",,"1,927 ",,"117,791",,62,13,"4,313",69,"1,751,774","63,072","27,774,242 ",Africa
292,Malta,"93,249",+100,713 ,,"89,625",+161,"2,911",4,"210,148","1,607","1,901,338","4,284,898","443,730 ",Europe
293,Senegal,"86,029",+6,"1,966 ",,"84,046",+2,17,,"4,898",112,"1,078,391","61,397","17,564,139 ",Africa
294,Ivory Coast,"81,985",+8,799 ,,"81,167",+3,19,,"2,971",29,"1,509,146","54,694","27,592,557 ",Africa
295,Suriname,"80,008",,"1,337 ",,"49,455",,"29,216",,"134,150","2,242","236,268","396,152","596,407 ",South America
296,Channel Islands,"75,275",+200,173 ,,"74,574",+296,528,,"425,660",978,"1,252,808","7,084,295","176,843 ",Europe
297,Eswatini,"71,583",+103,"1,402 ",,"69,394",+21,787,11,"60,535","1,186","1,020,644","863,122","1,182,503 ",Africa
298,Madagascar,"64,236",,"1,393 ",,"59,370",,"3,473",14,"2,214",48,"430,995","14,855","29,014,340 ",Africa
299,Sudan,"62,161",,"4,936 ",,N/A,N/A,N/A,,"1,359",108,"562,941","12,304","45,752,574 ",Africa
300,Bhutan,"59,552",+12,21 ,,"59,397",+64,134,2,"75,630",27,"2,303,482","2,925,398","787,408 ",Asia
301,Belize,"57,836",+49,676 ,,"56,750",+6,410,6,"140,703","1,645","548,290","1,333,880","411,049 ",North America
302,Syria,"55,867",+2,"3,150 ",,"52,395",+19,322,,"3,054",172,"146,269","7,997","18,290,978 ",Asia
303,Papua New Guinea,"43,876",+33,651 ,,"43,200",+28,25,7,"4,737",70,"249,149","26,900","9,262,141 ",Australia/Oceania
304,Curaçao,"42,567",,275 ,,"41,905",,387,3,"257,450","1,663","496,693","3,004,052","165,341 ",North America
305,Burundi,"41,216",,38 ,,N/A,N/A,N/A,,"3,284",3,"345,742","27,551","12,549,027 ",Africa
306,Mayotte,"37,363",,187 ,,"2,964",,"34,212",,"131,074",656,"176,919","620,655","285,052 ",Africa
307,Guinea,"36,459",,440 ,,"35,976",,43,8,"2,643",32,"660,107","47,851","13,794,954 ",Africa
308,Aruba,"35,189",,212 ,,"34,774",,203,,"327,008","1,970","177,885","1,653,068","107,609 ",North America
309,Bahamas,"33,830",+27,800 ,+2,"32,458",+7,572,,"84,526","1,999","229,817","574,209","400,232 ",North America
310,Mali,"30,978",+18,733 ,,"30,049",+1,196,,"1,452",34,"673,441","31,565","21,335,013 ",Africa
311,Isle of Man,"28,416",,87 ,,"26,794",,"1,535",,"330,919","1,013","150,753","1,755,596","85,870 ",Europe
312,Somalia,"26,518",,"1,350 ",,"13,182",,"11,986",,"1,586",81,"400,466","23,955","16,717,427 ",Africa
313,Saint Lucia,"23,978",,368 ,,"23,144",,466,1,"129,479","1,987","143,281","773,706","185,188 ",North America
314,Timor-Leste,"22,886",,130 ,,"22,730",,26,,"16,765",95,"264,143","193,492","1,365,135 ",Asia
315,Nicaragua,"18,491",,225 ,,"4,225",,"14,041",,"2,731",33,,,"6,771,123 ",North America
316,Gibraltar,"18,129",+133,102 ,,"16,579",,"1,448",,"538,400","3,029","534,283","15,867,278","33,672 ",Europe
317,Tajikistan,"17,388",,124 ,,"17,264",,0,,"1,750",12,,,"9,935,906 ",Asia
318,San Marino,"16,823",+38,115 ,,"16,424",+26,284,4,"493,864","3,376","152,231","4,468,970","34,064 ",Europe
319,Equatorial Guinea,"15,910",,183 ,,"15,701",,26,5,"10,688",123,"317,211","213,086","1,488,651 ",Africa
320,CAR,"14,649",,113 ,,"6,859",,"7,677",2,"2,938",23,"81,294","16,305","4,985,906 ",Africa
321,Dominica,"12,685",,63 ,,"12,323",,299,,"175,406",871,"194,894","2,694,958","72,318 ",North America
322,Gambia,"11,996",,365 ,,"11,591",,40,,"4,718",144,"155,686","61,225","2,542,867 ",Africa
323,Yemen,"11,819",,"2,149 ",,"9,009",,661,23,381,69,"265,253","8,544","31,047,216 ",Asia
324,Samoa,"11,045",,23 ,,"1,605",,"9,417",4,"54,987",115,"82,612","411,279","200,866 ",Australia/Oceania
325,Sint Maarten,"10,123",,86 ,,"9,985",,52,10,"231,219","1,964","62,056","1,417,419","43,781 ",North America
326,Eritrea,"9,740",+2,103 ,,"9,632",+1,5,,"2,678",28,"23,693","6,513","3,637,694 ",Africa
327,Vanuatu,"8,241",+97,14 ,,"7,725",+50,502,,"25,714",44,"24,976","77,931","320,488 ",Australia/Oceania
328,Comoros,"8,100",,160 ,,"7,933",,7,,"8,960",177,,,"904,040 ",Africa
329,Sierra Leone,"7,682",,125 ,,N/A,N/A,N/A,,928,15,"259,958","31,401","8,278,584 ",Africa
330,Chad,"7,414",,193 ,,"4,874",,"2,347",,429,11,"191,341","11,059","17,301,967 ",Africa
331,British Virgin Islands,"6,573",+106,62 ,,N/A,N/A,N/A,1,"214,769","2,026","103,637","3,386,277","30,605 ",North America
332,Sao Tome and Principe,"5,970",,73 ,,"5,891",,6,,"26,331",322,"29,036","128,066","226,726 ",Africa
333,Cook Islands,"5,390",+23,1 ,,"5,274",+44,115,,"306,354",57,"17,419","990,053","17,594 ",Australia/Oceania
334,St. Barth,"4,611",+36,6 ,,N/A,N/A,N/A,,"464,210",604,"78,646","7,917,648","9,933 ",North America
335,Anguilla,"2,984",,9 ,,"2,916",,59,4,"195,646",590,"51,382","3,368,870","15,252 ",North America
336,Falkland Islands,"1,126",+734, ,,N/A,N/A,N/A,,"306,979",,"8,632","2,353,326","3,668 ",South America
337,Wallis and Futuna,454,,7 ,,438,,9,,"41,755",644,"20,508","1,886,140","10,873 ",Australia/Oceania
338,Vatican City,29,, ,,29,,0,,"36,025",,,,805 ,Europe
339,Western Sahara,10,,1 ,,9,,0,,16,2,,,"624,641 ",Africa
340,Niue,9,, ,,8,,1,,"5,468",,,,"1,646 ",Australia/Oceania
341,Nauru,7,, ,,4,,3,,639,,,,"10,951 ",Australia/Oceania
